date,rating,deviation,n_faceoffs,wins,player_name
2021-01,1447.4301229117418,71.3920176771796,21,9,McKenna Brand
2021-02,1415.1330285439276,69.56876272761308,23,9,McKenna Brand
2021-11,1395.4518912457045,69.03493088466814,25,9,McKenna Brand
2021-12,1416.2018720099366,63.45287737948872,31,12,McKenna Brand
2022-01,1439.7580447799214,62.31539110866863,33,14,McKenna Brand
2022-02,1436.6266397473757,62.767862349689956,34,14,McKenna Brand
2022-03,1448.8131904130626,51.980077525785994,51,22,McKenna Brand
Starting,1500.0,133.0,0,0,Chelsey Brodt Rosenthal
2019-10,1458.283081545442,125.42823473733786,1,0,Chelsey Brodt Rosenthal
Starting,1500.0,133.0,0,0,Kayla Meneghin
2019-10,1469.996730446343,106.37106115027953,5,2,Kayla Meneghin
2019-12,1493.2578874189853,84.53405477515781,12,6,Kayla Meneghin
2020-01,1518.0072693361171,82.91972164463046,13,7,Kayla Meneghin
2021-01,1506.5828493892895,67.27489276664326,25,11,Kayla Meneghin
Starting,1500.0,133.0,0,0,Jordan Brickner
2019-10,1458.283081545442,125.42823473733786,1,0,Jordan Brickner
2019-11,1424.8165799665107,118.62917571954114,2,0,Jordan Brickner
Starting,1500.0,133.0,0,0,Kalli Funk
2019-10,1643.2851736889106,109.76215190452716,4,4,Kalli Funk
Starting,1500.0,133.0,0,0,Lisa Martinson
2019-10,1458.283081545442,125.42823473733786,1,0,Lisa Martinson
Starting,1500.0,133.0,0,0,Kelsey Cline
2019-10,1458.283081545442,125.42823473733786,1,0,Kelsey Cline
Starting,1500.0,133.0,0,0,Kate Leary
2019-10,1477.9468188794324,127.09351311837756,1,0,Kate Leary
2019-12,1475.379741358826,113.68301274582346,3,1,Kate Leary
2020-01,1449.716214008246,107.27176281864072,5,1,Kate Leary
2020-02,1485.0899092750426,103.10142041043788,6,2,Kate Leary
2020-03,1536.4280668971587,94.36065309159002,9,4,Kate Leary
Starting,1500.0,133.0,0,0,Marie-Jo Pelletier
2019-11,1425.1883515198508,117.8887848109107,2,0,Marie-Jo Pelletier
Starting,1500.0,133.0,0,0,Ashley Birdsall
2019-11,1598.905705823263,119.66434471241638,2,2,Ashley Birdsall
2020-02,1529.969820837447,105.01786589134791,5,2,Ashley Birdsall
Starting,1500.0,133.0,0,0,Iveta Klimasova
2019-11,1483.653618025537,107.54493542520486,4,2,Iveta Klimasova
2019-12,1468.760926127458,100.81201016768593,6,3,Iveta Klimasova
2020-01,1452.6385055646415,90.81568965474798,9,4,Iveta Klimasova
2020-02,1389.2358191557898,82.16512705847687,13,4,Iveta Klimasova
2021-01,1376.5451758165389,81.84539945122876,14,4,Iveta Klimasova
2021-02,1368.2455774889518,81.00060996762986,15,4,Iveta Klimasova
Starting,1500.0,133.0,0,0,Emma Ruggiero
2019-11,1550.146387707763,80.88191802805572,14,8,Emma Ruggiero
2019-12,1510.6180173807081,76.32596006818943,17,8,Emma Ruggiero
2020-01,1511.2306941829027,72.75565295143674,20,9,Emma Ruggiero
2020-02,1507.8053745053792,69.96959556847793,23,10,Emma Ruggiero
Starting,1500.0,133.0,0,0,Amanda Boulier
2019-11,1544.4750339964196,124.3676052512582,1,1,Amanda Boulier
2021-11,1500.7913838862378,121.42169112081676,2,1,Amanda Boulier
Starting,1500.0,133.0,0,0,Bulbul Kartanbay
2019-12,1439.7996005639588,117.91950741092906,2,0,Bulbul Kartanbay
Starting,1500.0,133.0,0,0,Kaycie Anderson
2019-12,1470.2532661191872,111.25877044039959,3,1,Kaycie Anderson
2021-11,1499.2210779530678,87.07155574501496,11,5,Kaycie Anderson
Starting,1500.0,133.0,0,0,Nicole Arnold
2019-12,1429.8362973577268,49.75687096368078,45,18,Nicole Arnold
2020-01,1433.7748253615634,45.93092202665076,56,23,Nicole Arnold
Starting,1500.0,133.0,0,0,Rose Alleva
2019-12,1480.189229381044,127.01068462069411,1,0,Rose Alleva
Starting,1500.0,133.0,0,0,Maddie Norn
2019-12,1456.4575749084725,124.2917071272675,1,0,Maddie Norn
Starting,1500.0,133.0,0,0,Taylor Wasylk
2019-12,1497.6945347570618,106.16135008958548,4,2,Taylor Wasylk
2021-01,1387.220413098862,60.44839673610019,30,8,Taylor Wasylk
2021-02,1382.2188430191218,60.7035481246145,31,8,Taylor Wasylk
2022-02,1373.5946251404948,64.39579312314672,32,8,Taylor Wasylk
Starting,1500.0,133.0,0,0,Sam Donovan
2019-12,1464.3740625227333,124.60030154074099,1,0,Sam Donovan
2020-02,1434.2576434345956,118.51449605446648,2,0,Sam Donovan
Starting,1500.0,133.0,0,0,Elena Gualtieri
2019-12,1518.1390326854903,119.65169052149372,2,1,Elena Gualtieri
Starting,1500.0,133.0,0,0,Kelly Nash
2019-12,1450.7954331460721,124.39876396888666,1,0,Kelly Nash
2020-01,1414.393954596531,76.15876250014388,15,5,Kelly Nash
2020-02,1381.705302884258,46.134153401725584,54,19,Kelly Nash
2020-03,1383.4749452493893,38.07024613081408,88,32,Kelly Nash
Starting,1500.0,133.0,0,0,Cassie Dunne
2019-12,1549.4674984516116,124.85722512310093,1,1,Cassie Dunne
Starting,1500.0,133.0,0,0,Sydney Baldwin
2020-01,1461.8105473050296,124.50820521816124,1,0,Sydney Baldwin
Starting,1500.0,133.0,0,0,Kaleigh Fratkin
2020-01,1541.7787759914615,124.29663860400079,1,1,Kaleigh Fratkin
2021-01,1462.2525691768415,113.05141516076188,3,1,Kaleigh Fratkin
2021-11,1436.416067834697,109.23586856082214,4,1,Kaleigh Fratkin
2022-02,1471.456234468301,106.40995326900449,5,2,Kaleigh Fratkin
2022-03,1447.0616657105563,102.43280475670976,6,2,Kaleigh Fratkin
Starting,1500.0,133.0,0,0,Jordan Juron
2020-01,1445.3522338179373,58.07958354018917,31,13,Jordan Juron
2020-03,1429.102641252414,56.34713680785525,36,15,Jordan Juron
2021-01,1483.2737471872372,35.93436236621553,109,48,Jordan Juron
2021-02,1478.6887705548934,33.96741874446283,131,55,Jordan Juron
Starting,1500.0,133.0,0,0,Elena Orlando
2020-01,1541.716918454558,125.42823473733786,1,1,Elena Orlando
2020-02,1535.8243590910995,113.00077843088722,3,2,Elena Orlando
2021-01,1485.3616125601125,110.64923456085046,4,2,Elena Orlando
Starting,1500.0,133.0,0,0,Winny Brodt Brown
2020-01,1421.7196559435292,108.66143550548577,4,1,Winny Brodt Brown
Starting,1500.0,133.0,0,0,Allie Lacombe
2020-01,1664.7311338188756,77.08134526767451,14,12,Allie Lacombe
2020-02,1564.7766358902425,64.21311574016765,26,16,Allie Lacombe
2020-03,1594.730246072655,45.618064778431325,58,36,Allie Lacombe
Starting,1500.0,133.0,0,0,Janine Weber
2020-01,1586.3007731477808,117.27114155898174,2,2,Janine Weber
2021-01,1620.039494608356,85.25051806188745,12,9,Janine Weber
2021-11,1594.796631082406,85.31173719481255,13,9,Janine Weber
2021-12,1581.9708271912025,81.75298092109085,15,10,Janine Weber
2022-02,1607.4888201169456,79.38119418036199,17,12,Janine Weber
2022-03,1564.733408700031,62.66848485790014,30,18,Janine Weber
Starting,1500.0,133.0,0,0,Alexa Aramburu
2020-02,1581.9506393450495,79.40127937085627,13,9,Alexa Aramburu
2020-03,1550.8283091596527,65.60543650284126,24,15,Alexa Aramburu
Starting,1500.0,133.0,0,0,Kristin Lewicki
2020-02,1369.742036956425,107.08586683757515,4,0,Kristin Lewicki
2021-01,1391.6288225918618,100.69855959436967,6,1,Kristin Lewicki
Starting,1500.0,133.0,0,0,Jenna Rheault
2020-02,1436.9542418331473,125.49953342755428,1,0,Jenna Rheault
2021-11,1500.1682310421702,115.38654092936393,3,2,Jenna Rheault
2021-12,1495.9690742426824,105.45380459828532,5,3,Jenna Rheault
2022-02,1467.0215040564897,101.89958976498615,6,3,Jenna Rheault
Starting,1500.0,133.0,0,0,Haley Frade
2020-02,1378.1575738704405,62.311665745932274,27,6,Haley Frade
2020-03,1385.267601593427,53.64183897570316,41,11,Haley Frade
Starting,1500.0,133.0,0,0,Mikyla Grant-Mentis
2020-02,1577.8940284424907,65.93856576818519,23,15,Mikyla Grant-Mentis
2020-03,1522.4963006191672,44.1777080911663,62,34,Mikyla Grant-Mentis
2021-01,1537.4569661385337,36.69265071106715,98,56,Mikyla Grant-Mentis
2021-03,1544.2792920855773,38.948770343046824,101,58,Mikyla Grant-Mentis
2021-11,1527.6294901043361,32.9246066738024,144,79,Mikyla Grant-Mentis
2021-12,1496.2987309408866,24.738870669231794,248,126,Mikyla Grant-Mentis
2022-01,1503.4206275611857,25.061877068611885,276,142,Mikyla Grant-Mentis
2022-02,1525.9341152140898,21.906758029619784,370,196,Mikyla Grant-Mentis
2022-03,1528.2565206647466,21.373069366375223,434,228,Mikyla Grant-Mentis
Starting,1500.0,133.0,0,0,Briana Mastel
2020-03,1542.24543891186,124.26939761894222,1,1,Briana Mastel
Starting,1500.0,133.0,0,0,Emily Janiga
2021-01,1442.27338291124,46.76399385794722,57,24,Emily Janiga
2021-11,1498.9898808756964,33.13324984885036,133,62,Emily Janiga
2021-12,1476.6367297769063,29.977443592327457,170,75,Emily Janiga
2022-01,1449.8446192920403,24.32995060993351,263,113,Emily Janiga
2022-02,1506.407430328055,19.152524601708627,440,214,Emily Janiga
2022-03,1518.6308718243367,18.482800705695556,551,276,Emily Janiga
Starting,1500.0,133.0,0,0,Shiann Darkangelo
2021-01,1571.24573666469,32.69052137989998,120,73,Shiann Darkangelo
2021-03,1562.238246345347,32.23808309949178,144,83,Shiann Darkangelo
2021-11,1557.9088753799763,31.17452160791872,169,96,Shiann Darkangelo
2021-12,1583.3377470680412,24.256736171115797,271,161,Shiann Darkangelo
2022-01,1562.005103569704,24.038959368142958,315,182,Shiann Darkangelo
2022-02,1551.7422862091478,21.085741854280155,422,243,Shiann Darkangelo
2022-03,1551.3054985411327,19.062121899092613,545,307,Shiann Darkangelo
Starting,1500.0,133.0,0,0,Kelly Babsck
2021-01,1410.9665919002873,45.94197954852151,57,21,Kelly Babsck
2021-11,1445.5984484000512,48.30455521976535,61,25,Kelly Babsck
2021-12,1495.042521709974,44.117518639156074,76,36,Kelly Babsck
2022-01,1494.7099073123377,42.89389510129785,84,40,Kelly Babsck
2022-02,1490.8004869270342,43.787656033438424,86,40,Kelly Babsck
2022-03,1503.373305074992,44.28124311866337,89,42,Kelly Babsck
Starting,1500.0,133.0,0,0,Natalie Marcuzzi
2021-01,1498.7521203738938,66.26098146225854,24,12,Natalie Marcuzzi
2022-01,1490.9142411398384,69.5088434938658,25,12,Natalie Marcuzzi
2022-02,1477.767569215502,52.3002101040866,47,24,Natalie Marcuzzi
2022-03,1516.4528617649391,39.39570964563066,86,45,Natalie Marcuzzi
Starting,1500.0,133.0,0,0,Breanne Wilson-Bennett
2021-01,1568.1814501871897,39.46005841448339,81,47,Breanne Wilson-Bennett
2021-03,1580.9519404130829,37.73665868561362,99,58,Breanne Wilson-Bennett
2022-02,1537.2035636180742,39.33040995946744,115,62,Breanne Wilson-Bennett
2022-03,1541.2979018796755,37.49169671775204,129,69,Breanne Wilson-Bennett
Starting,1500.0,133.0,0,0,Sarah-Eve Coutu Godbout
2021-01,1567.3407860440225,118.66768420449182,2,2,Sarah-Eve Coutu Godbout
Starting,1500.0,133.0,0,0,Amy Curlew
2021-01,1446.5146920865307,102.13312436880122,6,3,Amy Curlew
2021-03,1487.1618737810004,99.77163070460192,7,4,Amy Curlew
Starting,1500.0,133.0,0,0,Jayne Lewis
2021-01,1458.283081545442,125.42823473733786,1,0,Jayne Lewis
Starting,1500.0,133.0,0,0,Brooke Boquist
2021-01,1476.753212940973,108.46069158833639,4,2,Brooke Boquist
2021-03,1433.4791955383773,105.20094416418517,5,2,Brooke Boquist
2021-11,1476.1348603264628,53.938278652690904,41,19,Brooke Boquist
2021-12,1437.0961062121708,40.76644276428059,78,33,Brooke Boquist
2022-02,1428.212482639342,42.864433596961476,80,33,Brooke Boquist
2022-03,1432.9271427796489,42.90429804829032,84,35,Brooke Boquist
Starting,1500.0,133.0,0,0,Taytum Clairmont
2021-01,1479.6720933063975,59.00677890501816,31,15,Taytum Clairmont
Starting,1500.0,133.0,0,0,Taylor Woods
2021-01,1528.0068401895448,116.35533209517106,3,2,Taylor Woods
2021-12,1483.0938084925347,112.50296112937481,4,2,Taylor Woods
Starting,1500.0,133.0,0,0,Theresa Knutson
2021-01,1558.267357460351,120.43792929806301,2,2,Theresa Knutson
Starting,1500.0,133.0,0,0,Rebecca Russo
2021-01,1468.6825655980833,111.99309050252282,3,1,Rebecca Russo
2022-02,1523.9899753328073,111.0738226357977,4,2,Rebecca Russo
Starting,1500.0,133.0,0,0,Haley Mack
2021-01,1458.283081545442,125.42823473733786,1,0,Haley Mack
2021-03,1438.669014338219,107.59725677582527,4,1,Haley Mack
2021-11,1472.0599180351146,104.13521352670053,5,2,Haley Mack
2021-12,1513.9512628368961,101.25241888673139,6,3,Haley Mack
2022-03,1540.826513819039,98.70590804967622,7,4,Haley Mack
Starting,1500.0,133.0,0,0,Tereza Vanisova
2021-01,1596.635447205433,40.798159488248984,75,51,Tereza Vanisova
2021-02,1607.9929498517006,39.79760329722113,86,60,Tereza Vanisova
2021-03,1611.149104832478,35.26478924339168,116,80,Tereza Vanisova
Starting,1500.0,133.0,0,0,Carlee Turner
2021-01,1487.1125483177213,49.51429131312433,49,23,Carlee Turner
2021-02,1538.1633557917055,47.17815868435946,57,31,Carlee Turner
2021-03,1522.9930855618886,44.30274410160832,68,35,Carlee Turner
Starting,1500.0,133.0,0,0,Lynn Astrup
2021-01,1340.386796225643,100.11533697724151,6,0,Lynn Astrup
2021-03,1357.4722704530116,94.70944265093344,8,1,Lynn Astrup
Starting,1500.0,133.0,0,0,Meghara McManus
2021-01,1430.3087157033078,96.59747128803863,7,2,Meghara McManus
2021-03,1465.6081965690828,88.48506657142005,10,4,Meghara McManus
2021-11,1476.7562483270708,80.3090935270195,14,6,Meghara McManus
2021-12,1451.031274636523,75.76336322998824,17,7,Meghara McManus
2022-01,1520.3893915110918,50.868787844636444,45,23,Meghara McManus
2022-02,1506.1321180059886,49.61719276322823,50,24,Meghara McManus
2022-03,1472.6745489783193,45.588684391921554,62,27,Meghara McManus
Starting,1500.0,133.0,0,0,Maddie Rowe
2021-01,1477.9468188794324,127.09351311837756,1,0,Maddie Rowe
Starting,1500.0,133.0,0,0,Kayla Friesen
2021-01,1463.9588069429644,55.37983147355466,39,16,Kayla Friesen
2021-03,1465.3190542763218,45.40076553202753,62,28,Kayla Friesen
2021-11,1478.7605663393088,27.984575354139405,178,82,Kayla Friesen
2021-12,1473.4295303661015,29.21666947285349,185,84,Kayla Friesen
2022-02,1467.659743647862,27.378315604536617,237,106,Kayla Friesen
2022-03,1482.9088870699816,22.573563019248677,340,159,Kayla Friesen
Starting,1500.0,133.0,0,0,Mackenzie Lancaster
2021-01,1446.6430842617162,73.92650160476771,18,7,Mackenzie Lancaster
Starting,1500.0,133.0,0,0,Kateylnn Russ
2021-01,1459.7666855227674,95.23972602527674,8,3,Kateylnn Russ
2021-03,1516.982681412017,82.55614084723902,13,7,Kateylnn Russ
2021-11,1475.4846200930824,77.94237336766416,16,7,Kateylnn Russ
2022-02,1498.4206322438272,75.18516739458443,19,9,Kateylnn Russ
2022-03,1481.9284020563002,59.400251845422034,35,15,Kateylnn Russ
Starting,1500.0,133.0,0,0,Neve Van Pelt
2021-01,1443.2315649165407,63.30254417015558,27,10,Neve Van Pelt
Starting,1500.0,133.0,0,0,Lauren Kelly
2021-01,1447.1896591151126,124.77159387183333,1,0,Lauren Kelly
2022-02,1495.1537057392272,120.02031769902537,2,1,Lauren Kelly
Starting,1500.0,133.0,0,0,Meaghan Rickard
2021-01,1415.1918950847157,118.45651490192479,2,0,Meaghan Rickard
Starting,1500.0,133.0,0,0,Mackenzie MacNeil
2021-01,1485.3617914761387,128.19387049154352,1,0,Mackenzie MacNeil
Starting,1500.0,133.0,0,0,Taylor Wenczkowski
2021-01,1402.4129537329293,118.17410441708333,2,0,Taylor Wenczkowski
2021-03,1381.6911111757447,113.94552049325564,3,0,Taylor Wenczkowski
2021-11,1368.401156488167,98.49938235746357,7,1,Taylor Wenczkowski
2021-12,1412.7774136191217,62.09635520655062,31,11,Taylor Wenczkowski
2022-01,1463.1791275504345,40.54551617380601,80,35,Taylor Wenczkowski
2022-02,1477.9616131360842,34.439139642545946,115,53,Taylor Wenczkowski
2022-03,1506.1901269820967,25.09870575911612,221,107,Taylor Wenczkowski
Starting,1500.0,133.0,0,0,Sammy Davis
2021-01,1541.3946281744472,112.73710410074722,3,2,Sammy Davis
2021-03,1563.767100993455,108.90259340318833,4,3,Sammy Davis
2021-11,1561.7105616711192,98.7225556318209,7,5,Sammy Davis
2022-01,1528.7055152768335,91.98986806727294,10,6,Sammy Davis
2022-02,1556.339317736192,84.91388722871689,13,8,Sammy Davis
2022-03,1502.7977961608838,70.94184442198537,21,10,Sammy Davis
Starting,1500.0,133.0,0,0,Hunter Accursi
2021-01,1431.698694920203,109.25514280321347,4,1,Hunter Accursi
2021-02,1389.3378550522123,80.8134148650986,14,3,Hunter Accursi
Starting,1500.0,133.0,0,0,Brittany Coln
2021-01,1394.1609548537158,107.32484939476906,4,0,Brittany Coln
2021-02,1309.9847203753575,92.54451460934449,9,0,Brittany Coln
Starting,1500.0,133.0,0,0,Julie Allen
2021-01,1420.256369816166,71.6332984963181,18,6,Julie Allen
2021-03,1475.9038570948087,63.704267216043164,27,11,Julie Allen
Starting,1500.0,133.0,0,0,Emma Greco
2021-01,1458.9692231026788,124.3796003330506,1,0,Emma Greco
Starting,1500.0,133.0,0,0,Rachael Ade
2021-01,1458.283081545442,125.42823473733786,1,0,Rachael Ade
Starting,1500.0,133.0,0,0,Megan Quinn
2021-03,1557.962501990577,125.0487944938267,1,1,Megan Quinn
Starting,1500.0,133.0,0,0,Nicole Guagliardo
2021-03,1579.4981752649167,117.08505376651739,2,2,Nicole Guagliardo
Starting,1500.0,133.0,0,0,Nora Maclaine
2021-11,1581.2124016621406,48.922054143763916,50,32,Nora Maclaine
2021-12,1577.644844594012,45.19614325677442,62,39,Nora Maclaine
2022-01,1543.553753841818,36.67695495414203,101,58,Nora Maclaine
2022-02,1532.906482969866,32.35890882405396,136,76,Nora Maclaine
2022-03,1530.1626374528453,28.601823564698794,184,101,Nora Maclaine
Starting,1500.0,133.0,0,0,Catherine Crawley
2021-11,1539.357297985139,36.32612726121201,95,55,Catherine Crawley
2021-12,1543.9750254796772,37.06635620836592,99,58,Catherine Crawley
2022-01,1540.1897175624297,38.33855664067959,100,58,Catherine Crawley
Starting,1500.0,133.0,0,0,Kennedy Marchment
2021-11,1573.9026000940696,78.51344538544708,15,8,Kennedy Marchment
2021-12,1493.0268609547425,38.88799238746087,82,40,Kennedy Marchment
2022-01,1504.9353529970667,32.715890856975854,123,62,Kennedy Marchment
2022-02,1499.120745470173,29.017574002835794,168,83,Kennedy Marchment
2022-03,1489.3216203079564,20.036715320240006,353,174,Kennedy Marchment
Starting,1500.0,133.0,0,0,Ashleigh Brykaliuk
2021-11,1501.9842098245454,43.71165109731626,63,30,Ashleigh Brykaliuk
2021-12,1543.2464720720693,31.01910536667386,134,69,Ashleigh Brykaliuk
2022-01,1522.6871049973797,28.382708501269555,179,93,Ashleigh Brykaliuk
2022-02,1533.2243971682003,21.98752064533876,309,165,Ashleigh Brykaliuk
2022-03,1506.968362754319,19.391981712302375,437,222,Ashleigh Brykaliuk
Starting,1500.0,133.0,0,0,Evelina Raselli
2021-11,1540.930590996302,38.099785194679875,86,46,Evelina Raselli
2021-12,1533.686698002234,34.26198468876468,114,61,Evelina Raselli
2022-02,1595.8077207670628,31.683139114781838,150,91,Evelina Raselli
2022-03,1620.3566106026133,22.79050591204716,290,184,Evelina Raselli
Starting,1500.0,133.0,0,0,Cassidy Vinkle
2021-11,1490.6747894005448,42.78760655166217,65,31,Cassidy Vinkle
2021-12,1478.0294570613435,36.51536760246133,97,42,Cassidy Vinkle
2022-01,1493.2541053542977,31.71829155046468,137,63,Cassidy Vinkle
2022-02,1495.2821444797514,32.024681781741776,149,70,Cassidy Vinkle
Starting,1500.0,133.0,0,0,Leah Marino
2021-11,1446.1790131738655,68.15855303608232,22,9,Leah Marino
2021-12,1449.4272612321022,37.95332577715884,86,37,Leah Marino
2022-01,1438.5432614290787,34.89379422819862,110,47,Leah Marino
2022-02,1459.1893231576935,31.68001984196172,141,64,Leah Marino
2022-03,1456.3249215915225,32.503680214878685,148,66,Leah Marino
Starting,1500.0,133.0,0,0,Michela Cava
2021-11,1463.2356540686483,99.53671267569561,7,2,Michela Cava
2021-12,1557.6612476820922,83.2725911216631,14,7,Michela Cava
Starting,1500.0,133.0,0,0,Missy Segall
2021-11,1471.8085217111927,125.91478864927787,1,0,Missy Segall
2022-01,1542.430269520071,122.25191229150182,2,1,Missy Segall
2022-02,1486.69375280419,86.08741499908264,11,4,Missy Segall
2022-03,1499.9523603266186,82.76642978536108,13,5,Missy Segall
Starting,1500.0,133.0,0,0,Alex Woken
2021-11,1600.5369117934931,111.47990409764992,3,3,Alex Woken
2021-12,1536.858957052669,86.79550621075911,10,5,Alex Woken
2022-02,1543.3598436975728,82.12551309355,13,6,Alex Woken
2022-03,1532.4366532614004,80.9554290372871,14,6,Alex Woken
Starting,1500.0,133.0,0,0,Taylor Girard
2021-11,1459.3765816867492,116.52705173103432,3,1,Taylor Girard
Starting,1500.0,133.0,0,0,Rebecca Morse
2021-11,1539.7579403704071,124.45805645158678,1,1,Rebecca Morse
Starting,1500.0,133.0,0,0,Emma Woods
2021-11,1428.577893248926,118.16211373236466,2,0,Emma Woods
2021-12,1506.7063838619492,77.10881913799969,17,7,Emma Woods
2022-02,1549.561697740142,75.41661959727196,19,9,Emma Woods
Starting,1500.0,133.0,0,0,Anjelica Diffendal
2021-11,1440.912921109527,123.79935687751693,2,1,Anjelica Diffendal
2022-02,1457.5224274073576,112.24147170460834,4,2,Anjelica Diffendal
Starting,1500.0,133.0,0,0,Emilie Harley
2021-11,1448.6911703551075,124.61557777132953,1,0,Emilie Harley
2022-02,1410.2427557789792,118.56126241199887,2,0,Emilie Harley
Starting,1500.0,133.0,0,0,Kennedy Ganser
2021-11,1514.253169744417,113.27705950042817,3,2,Kennedy Ganser
2021-12,1456.7760782578475,104.02467251563654,5,2,Kennedy Ganser
2022-01,1536.2718100844475,39.41758173950111,79,43,Kennedy Ganser
2022-02,1500.8773315713534,23.80211435124243,236,121,Kennedy Ganser
2022-03,1520.1554016025707,20.85487207469454,345,179,Kennedy Ganser
Starting,1500.0,133.0,0,0,Janka Hlinka
2021-11,1498.9981831950115,99.5677733711169,6,3,Janka Hlinka
2022-02,1531.4974404426466,97.38340924867957,7,4,Janka Hlinka
2022-03,1429.8747635795098,55.97139567788038,35,15,Janka Hlinka
Starting,1500.0,133.0,0,0,Patti Marshall
2021-12,1511.3992529014001,117.79767089703834,2,1,Patti Marshall
Starting,1500.0,133.0,0,0,Taylor Day
2021-12,1515.3452233889154,117.65746481941208,2,1,Taylor Day
Starting,1500.0,133.0,0,0,Emma Stauber
2021-12,1462.9121110340498,124.50895156800586,1,0,Emma Stauber
Starting,1500.0,133.0,0,0,Chelsey Rosenthal
2021-12,1497.9671728336018,117.53013015188054,2,1,Chelsey Rosenthal
Starting,1500.0,133.0,0,0,Taylor Turnquist
2021-12,1462.9121110340498,124.50895156800586,1,0,Taylor Turnquist
2022-02,1427.5373413383636,118.10749383659619,2,0,Taylor Turnquist
2022-03,1430.3372867996773,37.34427847617716,86,34,Taylor Turnquist
Starting,1500.0,133.0,0,0,Alyssa Wohlfeiler
2021-12,1469.3350375902762,99.28514257627359,6,3,Alyssa Wohlfeiler
Starting,1500.0,133.0,0,0,Claudia Kepler
2022-01,1465.6345774228178,69.53398930895264,19,8,Claudia Kepler
Starting,1500.0,133.0,0,0,Maegan Beres
2022-01,1520.2130286822678,126.86473720216284,1,1,Maegan Beres
2022-02,1621.5625590323968,108.32185728788569,4,4,Maegan Beres
2022-03,1648.4595075061807,103.97550632934184,5,5,Maegan Beres
Starting,1500.0,133.0,0,0,Jenna Suokko
2022-01,1530.4291809852716,125.09240675865016,1,1,Jenna Suokko
2022-02,1494.5926636957236,118.18949291358912,2,1,Jenna Suokko
Starting,1500.0,133.0,0,0,Autumn MacDougall
2022-01,1566.5290191717197,126.20868272003443,1,1,Autumn MacDougall
2022-02,1578.2032021337309,123.00258151547342,2,2,Autumn MacDougall
Starting,1500.0,133.0,0,0,Hannah Bates
2022-02,1418.3703757964067,118.07481537356497,2,0,Hannah Bates
Starting,1500.0,133.0,0,0,Amy Budde
2022-02,1547.1511459783724,124.3162399954254,1,1,Amy Budde
Starting,1500.0,133.0,0,0,Tori Howran
2022-02,1464.0031978715167,124.5470924337264,1,0,Tori Howran
Starting,1500.0,133.0,0,0,Romana Kosecka
2022-02,1466.7982513386248,111.02553844742293,3,1,Romana Kosecka
Starting,1500.0,133.0,0,0,Annie MacDonald
2022-02,1542.2338396228772,124.31698149816258,1,1,Annie MacDonald
Starting,1500.0,133.0,0,0,Emma Keenan
2022-02,1481.2040162487745,118.82145566525288,2,1,Emma Keenan
2022-03,1443.2635064019698,112.892066476743,3,1,Emma Keenan
Starting,1500.0,133.0,0,0,Melissa Samoskevich
2022-03,1525.2456566634105,125.84857468893107,1,1,Melissa Samoskevich
Starting,1500.0,133.0,0,0,Mallory Souliotis
2022-03,1459.8925199266384,124.37135426879948,1,0,Mallory Souliotis
Starting,1500.0,133.0,0,0,Randi Marcon
2022-03,1543.6871611127729,80.82525580827924,13,7,Randi Marcon
Starting,1500.0,133.0,0,0,Amanda Conway
2022-03,1508.749886518606,117.2173316539974,2,1,Amanda Conway
Starting,1500.0,133.0,0,0,Dana Trivigno
2022-03,1489.2904960354558,55.90890243832604,34,14,Dana Trivigno
Starting,1500.0,133.0,0,0,Teresa Vanisova
2022-03,1489.6098406917731,118.25279241166967,2,1,Teresa Vanisova
